Index,t,Heatflow,Tr
1473,1473.0,-2.45147,270.5
1474,1474.0,-2.45086,270.667
1475,1475.0,-2.45026,270.833
1476,1476.0,-2.44958,271.0
1477,1477.0,-2.44893,271.167
1478,1478.0,-2.4483,271.333
1479,1479.0,-2.44767,271.5
1480,1480.0,-2.44702,271.667
1481,1481.0,-2.44637,271.833
1482,1482.0,-2.44569,272.0
1483,1483.0,-2.445,272.167
1484,1484.0,-2.44432,272.333
1485,1485.0,-2.44368,272.5
1486,1486.0,-2.44305,272.667
1487,1487.0,-2.44239,272.833
1488,1488.0,-2.44175,273.0
1489,1489.0,-2.44114,273.167
1490,1490.0,-2.44053,273.333
1491,1491.0,-2.4399,273.5
1492,1492.0,-2.43927,273.667
1493,1493.0,-2.43862,273.833
1494,1494.0,-2.43793,274.0
1495,1495.0,-2.43721,274.167
1496,1496.0,-2.43646,274.333
1497,1497.0,-2.43575,274.5
1498,1498.0,-2.43507,274.667
1499,1499.0,-2.43439,274.833
1500,1500.0,-2.43367,275.0
1501,1501.0,-2.43295,275.167
1502,1502.0,-2.43224,275.333
1503,1503.0,-2.43152,275.5
1504,1504.0,-2.43072,275.667
1505,1505.0,-2.42989,275.833
1506,1506.0,-2.429,276.0
1507,1507.0,-2.42809,276.167
1508,1508.0,-2.42707,276.333
1509,1509.0,-2.42614,276.5
1510,1510.0,-2.42526,276.667
1511,1511.0,-2.42442,276.833
1512,1512.0,-2.4236,277.0
1513,1513.0,-2.42276,277.167
1514,1514.0,-2.42196,277.333
1515,1515.0,-2.42117,277.5
1516,1516.0,-2.42043,277.667
1517,1517.0,-2.41967,277.833
1518,1518.0,-2.41895,278.0
1519,1519.0,-2.41823,278.167
1520,1520.0,-2.41752,278.333
1521,1521.0,-2.41684,278.5
1522,1522.0,-2.41618,278.667
1523,1523.0,-2.41551,278.833
1524,1524.0,-2.41487,279.0
1525,1525.0,-2.4142,279.167
1526,1526.0,-2.41353,279.333
1527,1527.0,-2.41288,279.5
1528,1528.0,-2.41227,279.667
1529,1529.0,-2.41165,279.833
1530,1530.0,-2.41102,280.0
1531,1531.0,-2.41042,280.167
1532,1532.0,-2.40987,280.333
1533,1533.0,-2.4093,280.5
1534,1534.0,-2.40875,280.667
1535,1535.0,-2.40823,280.833
1536,1536.0,-2.4077,281.0
1537,1537.0,-2.40721,281.167
1538,1538.0,-2.40678,281.333
1539,1539.0,-2.40634,281.5
1540,1540.0,-2.40595,281.667
1541,1541.0,-2.40559,281.833
1542,1542.0,-2.40526,282.0
1543,1543.0,-2.40491,282.167
1544,1544.0,-2.40461,282.333
1545,1545.0,-2.40428,282.5
1546,1546.0,-2.40399,282.667
1547,1547.0,-2.40373,282.833
1548,1548.0,-2.40348,283.0
1549,1549.0,-2.40318,283.167
1550,1550.0,-2.40282,283.333
1551,1551.0,-2.40244,283.5
1552,1552.0,-2.402,283.667
1553,1553.0,-2.40156,283.833
1554,1554.0,-2.40109,284.0
1555,1555.0,-2.4006,284.167
1556,1556.0,-2.40002,284.333
1557,1557.0,-2.3995,284.5
1558,1558.0,-2.39902,284.667
1559,1559.0,-2.39857,284.833
1560,1560.0,-2.39822,285.0
1561,1561.0,-2.39787,285.167
1562,1562.0,-2.39755,285.333
1563,1563.0,-2.39726,285.5
1564,1564.0,-2.39717,285.667
1565,1565.0,-2.39701,285.833
1566,1566.0,-2.39689,286.0
1567,1567.0,-2.39681,286.167
1568,1568.0,-2.39681,286.333
1569,1569.0,-2.39676,286.5
1570,1570.0,-2.39673,286.667
1571,1571.0,-2.39673,286.833
1572,1572.0,-2.39681,287.0
1573,1573.0,-2.39695,287.167
1574,1574.0,-2.39717,287.333
1575,1575.0,-2.39745,287.5
1576,1576.0,-2.39795,287.667
1577,1577.0,-2.39841,287.833
1578,1578.0,-2.39885,288.0
1579,1579.0,-2.3993,288.167
1580,1580.0,-2.3999,288.333
1581,1581.0,-2.40044,288.5
1582,1582.0,-2.40097,288.667
1583,1583.0,-2.40149,288.833
1584,1584.0,-2.40207,289.0
1585,1585.0,-2.40266,289.167
1586,1586.0,-2.40327,289.333
1587,1587.0,-2.4039,289.5
1588,1588.0,-2.40463,289.667
1589,1589.0,-2.40536,289.833
1590,1590.0,-2.40616,290.0
1591,1591.0,-2.40698,290.167
1592,1592.0,-2.40788,290.333
1593,1593.0,-2.40879,290.5
1594,1594.0,-2.40975,290.667
1595,1595.0,-2.41074,290.833
1596,1596.0,-2.41182,291.0
1597,1597.0,-2.4129,291.167
1598,1598.0,-2.414,291.333
1599,1599.0,-2.4151,291.5
1600,1600.0,-2.41633,291.667
1601,1601.0,-2.41757,291.833
1602,1602.0,-2.4188,292.0
1603,1603.0,-2.42002,292.167
1604,1604.0,-2.42137,292.333
1605,1605.0,-2.4227,292.5
1606,1606.0,-2.42405,292.667
1607,1607.0,-2.42543,292.833
1608,1608.0,-2.42687,293.0
1609,1609.0,-2.42826,293.167
1610,1610.0,-2.42966,293.333
1611,1611.0,-2.43107,293.5
1612,1612.0,-2.43252,293.667
1613,1613.0,-2.43397,293.833
1614,1614.0,-2.43543,294.0
1615,1615.0,-2.43694,294.167
1616,1616.0,-2.43854,294.333
1617,1617.0,-2.44013,294.5
1618,1618.0,-2.44176,294.667
1619,1619.0,-2.44344,294.833
1620,1620.0,-2.4453,295.0
1621,1621.0,-2.44715,295.167
1622,1622.0,-2.44899,295.333
1623,1623.0,-2.45084,295.5
1624,1624.0,-2.45283,295.667
1625,1625.0,-2.45474,295.833
1626,1626.0,-2.45661,296.0
1627,1627.0,-2.45848,296.167
1628,1628.0,-2.46039,296.333
1629,1629.0,-2.46228,296.5
1630,1630.0,-2.46418,296.667
1631,1631.0,-2.46615,296.833
1632,1632.0,-2.46811,297.0
1633,1633.0,-2.47003,297.167
1634,1634.0,-2.47196,297.333
1635,1635.0,-2.47394,297.5
1636,1636.0,-2.47592,297.667
1637,1637.0,-2.47789,297.833
1638,1638.0,-2.47988,298.0
1639,1639.0,-2.48187,298.167
1640,1640.0,-2.48382,298.333
1641,1641.0,-2.48578,298.5
1642,1642.0,-2.4878,298.667
1643,1643.0,-2.48985,298.833
1644,1644.0,-2.4919,299.0
1645,1645.0,-2.49396,299.167
1646,1646.0,-2.49593,299.333
1647,1647.0,-2.49769,299.5
1648,1648.0,-2.49937,299.667
1649,1649.0,-2.50115,299.833
1650,1650.0,-2.50288,300.0
